Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
PS3,2008.0,Action,0.09,0.06,0.32,0.03,0.49
Wii,2007.0,Racing,0.46,0.0,0.0,0.04,0.49
3DS,2011.0,Action,0.26,0.15,0.05,0.04,0.49
PC,2008.0,Simulation,0.0,0.42,0.0,0.07,0.49
GBA,2004.0,Sports,0.35,0.13,0.0,0.01,0.49
Wii,2006.0,Platform,0.44,0.02,0.0,0.04,0.49
X360,2012.0,Racing,0.1,0.34,0.0,0.05,0.49
PS3,2012.0,Racing,0.08,0.3,0.02,0.09,0.49
X360,2006.0,Sports,0.44,0.02,0.0,0.04,0.49
2600,1980.0,Sports,0.46,0.03,0.0,0.01,0.49
3DS,2013.0,Platform,0.24,0.14,0.07,0.04,0.49
PS3,2011.0,Fighting,0.27,0.1,0.07,0.05,0.49
Wii,2010.0,Simulation,0.33,0.12,0.0,0.04,0.49
DS,2005.0,Fighting,0.13,0.02,0.32,0.02,0.49
PS2,2005.0,Action,0.41,0.01,0.0,0.07,0.49
XOne,2015.0,Sports,0.39,0.05,0.0,0.05,0.49
Wii,2007.0,Misc,0.43,0.03,0.0,0.04,0.49
GC,2002.0,Fighting,0.38,0.1,0.0,0.01,0.49
PS3,2015.0,Action,0.18,0.23,0.0,0.08,0.49
DS,2008.0,Misc,0.46,0.0,0.0,0.04,0.49
GBA,2003.0,Action,0.35,0.13,0.0,0.01,0.49
X,2004.0,Shooter,0.34,0.13,0.0,0.02,0.49
Wii,2007.0,Strategy,0.27,0.03,0.17,0.03,0.49
GC,2003.0,Simulation,0.35,0.13,0.0,0.01,0.49
PS2,2005.0,Role-Playing,0.12,0.1,0.24,0.03,0.49
X360,2011.0,Action,0.3,0.12,0.03,0.04,0.49
PS2,2006.0,Shooter,0.0,0.0,0.49,0.0,0.49
3DS,2011.0,Action,0.16,0.16,0.13,0.03,0.49
SNES,1993.0,Puzzle,0.0,0.0,0.49,0.0,0.49
X,2006.0,Action,0.37,0.11,0.0,0.02,0.49
N64,1997.0,Sports,0.16,0.3,0.0,0.03,0.49
Wii,2009.0,Racing,0.29,0.15,0.0,0.05,0.49
3DS,2014.0,Misc,0.18,0.12,0.16,0.03,0.49
DS,2009.0,Shooter,0.42,0.03,0.0,0.04,0.49
3DS,2012.0,Action,0.36,0.04,0.04,0.04,0.49
X360,2010.0,Shooter,0.2,0.22,0.01,0.05,0.49
SAT,1997.0,Sports,0.0,0.0,0.49,0.0,0.49
DS,2006.0,Platform,0.45,0.0,0.0,0.04,0.49
X360,2014.0,Action,0.28,0.16,0.0,0.04,0.49
PS2,2004.0,Sports,0.24,0.19,0.0,0.06,0.49
PS2,2009.0,Racing,0.0,0.15,0.0,0.33,0.49
PSP,2009.0,Misc,0.24,0.14,0.0,0.1,0.49
PS2,2003.0,Sports,0.24,0.19,0.0,0.06,0.49
PS2,2003.0,Misc,0.0,0.0,0.49,0.0,0.49
3DS,2015.0,Action,0.04,0.22,0.21,0.02,0.49
PC,2010.0,Shooter,0.2,0.23,0.0,0.06,0.49
3DS,2011.0,Racing,0.27,0.16,0.02,0.04,0.49
PS,2001.0,Fighting,0.0,0.0,0.46,0.03,0.49
PS2,2009.0,Shooter,0.25,0.01,0.0,0.22,0.49
X360,2008.0,Fighting,0.24,0.18,0.03,0.05,0.49
GC,2001.0,Racing,0.36,0.09,0.02,0.01,0.49
PS2,2003.0,Racing,0.24,0.19,0.0,0.06,0.49
X,2002.0,Action,0.36,0.11,0.0,0.02,0.49
PS,1999.0,Action,0.27,0.18,0.0,0.03,0.49
PS2,2001.0,Misc,0.0,0.0,0.49,0.0,0.49
PC,2008.0,Shooter,0.0,0.45,0.0,0.03,0.49
3DS,2011.0,Action,0.31,0.1,0.05,0.03,0.49
PS2,2005.0,Role-Playing,0.07,0.05,0.35,0.02,0.49
DS,2008.0,Sports,0.12,0.31,0.0,0.06,0.49
SNES,1995.0,Simulation,0.0,0.0,0.49,0.0,0.49
X360,2008.0,Adventure,0.14,0.3,0.0,0.05,0.49
PSP,2008.0,Sports,0.0,0.47,0.0,0.02,0.48
PS2,2007.0,Action,0.4,0.02,0.0,0.07,0.48
GBA,2005.0,Action,0.35,0.13,0.0,0.01,0.48
GBA,2004.0,Racing,0.35,0.13,0.0,0.01,0.48
PC,2008.0,Action,0.01,0.45,0.0,0.03,0.48
PS,1999.0,Role-Playing,0.0,0.0,0.45,0.03,0.48
X,2004.0,Sports,0.36,0.11,0.0,0.02,0.48
2600,1983.0,Shooter,0.45,0.03,0.0,0.01,0.48
SNES,1991.0,Adventure,0.0,0.0,0.48,0.0,0.48
WiiU,2015.0,Action,0.23,0.21,0.0,0.04,0.48
PS4,2015.0,Action,0.1,0.22,0.11,0.06,0.48
3DS,2014.0,Sports,0.15,0.13,0.17,0.03,0.48
Wii,2008.0,Adventure,0.45,0.0,0.0,0.03,0.48
PS2,2003.0,Misc,0.24,0.18,0.0,0.06,0.48
X360,2013.0,Action,0.3,0.14,0.0,0.04,0.48
PS2,2006.0,Action,0.4,0.02,0.0,0.07,0.48
PS,1999.0,Fighting,0.27,0.18,0.0,0.03,0.48
X360,2008.0,Misc,0.27,0.17,0.0,0.05,0.48
DS,2010.0,Action,0.42,0.02,0.02,0.03,0.48
PS4,2016.0,Shooter,0.15,0.24,0.02,0.07,0.48
X360,2011.0,Racing,0.28,0.15,0.0,0.05,0.48
X360,2007.0,Misc,0.43,0.01,0.0,0.04,0.48
PS3,2011.0,Racing,0.21,0.19,0.0,0.08,0.48
X360,2013.0,Sports,0.44,0.0,0.0,0.04,0.48
X360,2008.0,Shooter,0.22,0.2,0.01,0.05,0.48
PS,1998.0,Fighting,0.27,0.18,0.0,0.03,0.48
X360,2006.0,Sports,0.44,0.0,0.0,0.04,0.48
WiiU,2012.0,Action,0.17,0.27,0.0,0.04,0.48
PS3,2009.0,Role-Playing,0.22,0.1,0.11,0.05,0.48
PS2,2003.0,Simulation,0.24,0.18,0.0,0.06,0.48
N64,1999.0,Simulation,0.25,0.06,0.11,0.06,0.48
N64,1998.0,Sports,0.44,0.04,0.0,0.0,0.48
PS2,2008.0,Sports,0.4,0.02,0.0,0.07,0.48
PS2,2007.0,Simulation,0.24,0.18,0.0,0.06,0.48
DS,2007.0,Action,0.42,0.02,0.0,0.04,0.48
WiiU,2015.0,Sports,0.14,0.17,0.14,0.03,0.48
DS,2008.0,Misc,0.44,0.01,0.0,0.04,0.48
X360,2012.0,Action,0.31,0.12,0.02,0.04,0.48
Wii,2009.0,Shooter,0.24,0.2,0.0,0.05,0.48
PS,1999.0,Racing,0.27,0.18,0.0,0.03,0.48
PS3,2009.0,Action,0.2,0.21,0.0,0.07,0.48
X360,2015.0,Action,0.29,0.15,0.0,0.04,0.48
DS,2008.0,Adventure,0.08,0.35,0.0,0.05,0.48
PS2,2000.0,Strategy,0.23,0.18,0.0,0.06,0.48
Wii,2009.0,Sports,0.44,0.0,0.0,0.03,0.48
XOne,2015.0,Action,0.27,0.17,0.0,0.04,0.48
DS,2007.0,Puzzle,0.0,0.47,0.0,0.0,0.48
PS,1999.0,Sports,0.27,0.18,0.0,0.03,0.48
Wii,2008.0,Misc,0.41,0.03,0.0,0.04,0.48
GBA,2001.0,Racing,0.34,0.13,0.0,0.01,0.48
X360,2012.0,Fighting,0.32,0.1,0.03,0.04,0.48
Wii,2011.0,Misc,0.25,0.03,0.17,0.02,0.48
X,2005.0,Sports,0.35,0.11,0.0,0.02,0.48
X360,2006.0,Sports,0.19,0.27,0.01,0.0,0.48
PS2,2009.0,Action,0.19,0.05,0.0,0.24,0.48
2600,1981.0,Racing,0.45,0.03,0.0,0.0,0.48
XOne,2016.0,Role-Playing,0.28,0.15,0.01,0.04,0.48
PS2,2002.0,Racing,0.23,0.18,0.0,0.06,0.48
DS,2006.0,Role-Playing,0.16,0.01,0.29,0.01,0.48
PS3,2006.0,Platform,0.0,0.48,0.0,0.0,0.48
PS2,2000.0,Puzzle,0.14,0.11,0.19,0.04,0.47
2600,1989.0,Action,0.45,0.02,0.0,0.01,0.47
PS,1996.0,Shooter,0.24,0.16,0.04,0.03,0.47
N64,1998.0,Sports,0.45,0.02,0.0,0.0,0.47
2600,1982.0,Fighting,0.44,0.03,0.0,0.0,0.47
PS2,2002.0,Fighting,0.23,0.18,0.0,0.06,0.47
DS,2008.0,Action,0.43,0.01,0.0,0.03,0.47
PS2,2006.0,Action,0.39,0.02,0.0,0.06,0.47
X360,2012.0,Shooter,0.28,0.15,0.0,0.04,0.47
PS3,2007.0,Action,0.14,0.01,0.31,0.02,0.47
3DS,2014.0,Sports,0.09,0.35,0.0,0.03,0.47
DS,2010.0,Adventure,0.25,0.18,0.0,0.04,0.47
Wii,2007.0,Platform,0.42,0.02,0.0,0.04,0.47
SNES,1995.0,Puzzle,0.0,0.0,0.47,0.0,0.47
PS,2000.0,Action,0.26,0.18,0.0,0.03,0.47
X360,2010.0,Shooter,0.2,0.23,0.0,0.05,0.47
PS,1995.0,Action,0.26,0.18,0.0,0.03,0.47
PS3,2008.0,Shooter,0.23,0.16,0.01,0.07,0.47
PC,2014.0,Action,0.08,0.36,0.0,0.03,0.47
PS2,2001.0,Action,0.23,0.18,0.0,0.06,0.47
DS,2009.0,Racing,0.35,0.08,0.0,0.04,0.47
Wii,2008.0,Racing,0.06,0.39,0.0,0.01,0.47
Wii,2011.0,Role-Playing,0.0,0.0,0.47,0.0,0.47
X360,2008.0,Shooter,0.25,0.17,0.01,0.05,0.47
PSP,2007.0,Racing,0.1,0.22,0.02,0.12,0.47
PS2,2000.0,Fighting,0.05,0.04,0.38,0.01,0.47
GBA,2002.0,Platform,0.0,0.0,0.46,0.01,0.47
PS2,2006.0,Role-Playing,0.04,0.03,0.39,0.01,0.47
PS2,2002.0,Racing,0.23,0.18,0.0,0.06,0.47
Wii,2009.0,Racing,0.19,0.23,0.0,0.05,0.47
PS3,2009.0,Shooter,0.19,0.2,0.01,0.08,0.47
DS,2010.0,Action,0.0,0.0,0.47,0.0,0.47
Wii,2007.0,Simulation,0.41,0.02,0.0,0.04,0.47
X360,2008.0,Platform,0.22,0.2,0.0,0.05,0.47
PS2,2005.0,Racing,0.23,0.18,0.0,0.06,0.47
N64,1998.0,Role-Playing,0.38,0.08,0.0,0.01,0.47
PS,1999.0,Misc,0.0,0.0,0.44,0.03,0.47
3DS,2012.0,Action,0.2,0.04,0.21,0.02,0.47
N64,1997.0,Shooter,0.38,0.08,0.0,0.01,0.47
N64,1997.0,Racing,0.28,0.17,0.0,0.01,0.47
N64,1998.0,Platform,0.27,0.06,0.08,0.05,0.47
PS3,2012.0,Action,0.21,0.18,0.0,0.08,0.47
XOne,2014.0,Action,0.28,0.15,0.0,0.04,0.47
X360,2008.0,Simulation,0.16,0.25,0.01,0.05,0.47
2600,1987.0,Action,0.44,0.02,0.0,0.0,0.47
PS2,2006.0,Sports,0.23,0.18,0.0,0.06,0.47
X360,2010.0,Role-Playing,0.33,0.1,0.0,0.04,0.47
X,2006.0,Racing,0.35,0.1,0.0,0.02,0.47
X360,2007.0,Role-Playing,0.41,0.02,0.0,0.04,0.47
PC,2009.0,Strategy,0.0,0.45,0.0,0.02,0.47
PS,1999.0,Misc,0.26,0.18,0.0,0.03,0.47
DS,2006.0,Action,0.43,0.01,0.0,0.04,0.47
Wii,2008.0,Racing,0.14,0.27,0.0,0.05,0.47
SNES,1995.0,Misc,0.0,0.0,0.47,0.0,0.47
Wii,2010.0,Action,0.37,0.01,0.07,0.02,0.47
PS2,2005.0,Sports,0.0,0.0,0.47,0.0,0.47
PS2,2009.0,Racing,0.27,0.03,0.0,0.17,0.47
PS2,2003.0,Racing,0.23,0.18,0.0,0.06,0.47
Wii,2009.0,Shooter,0.32,0.1,0.01,0.04,0.47
Wii,2009.0,Action,0.22,0.19,0.01,0.05,0.47
GBA,2006.0,Adventure,0.33,0.12,0.0,0.01,0.47
Wii,2009.0,Sports,0.14,0.27,0.0,0.06,0.47
PC,2011.0,Sports,0.04,0.33,0.0,0.1,0.47
3DS,2016.0,Action,0.18,0.14,0.11,0.03,0.47
DS,2007.0,Action,0.43,0.0,0.0,0.04,0.47
X360,2006.0,Sports,0.43,0.0,0.0,0.04,0.47
PS2,2005.0,Misc,0.39,0.01,0.0,0.06,0.47
DS,2009.0,Role-Playing,0.12,0.06,0.27,0.02,0.47
3DS,2012.0,Role-Playing,0.0,0.01,0.46,0.0,0.47
PSP,2010.0,Sports,0.09,0.22,0.03,0.12,0.47
PS,1996.0,Sports,0.26,0.18,0.0,0.03,0.47
X360,2011.0,Action,0.28,0.13,0.01,0.04,0.47
XOne,2014.0,Sports,0.3,0.12,0.0,0.04,0.47
DS,2007.0,Platform,0.41,0.02,0.0,0.04,0.47
GBA,2005.0,Action,0.33,0.12,0.0,0.01,0.47
X360,2005.0,Fighting,0.3,0.03,0.1,0.03,0.47
PS4,2014.0,Adventure,0.12,0.25,0.02,0.07,0.47
PS2,2004.0,Fighting,0.23,0.18,0.0,0.06,0.47
GC,2005.0,Misc,0.36,0.09,0.0,0.01,0.47
X360,2014.0,Action,0.26,0.16,0.01,0.04,0.47
GC,2004.0,Action,0.3,0.08,0.07,0.01,0.47
Wii,2006.0,Sports,0.43,0.0,0.0,0.04,0.47
PS2,2002.0,Sports,0.23,0.18,0.0,0.06,0.46
PS2,2007.0,Adventure,0.23,0.18,0.0,0.06,0.46
GBA,2001.0,Shooter,0.33,0.12,0.0,0.01,0.46
PS3,2011.0,Role-Playing,0.26,0.1,0.06,0.05,0.46
GBA,2004.0,Puzzle,0.25,0.09,0.12,0.01,0.46
PC,2014.0,Simulation,0.0,0.44,0.0,0.03,0.46
Wii,2008.0,Simulation,0.42,0.01,0.0,0.04,0.46
X,2005.0,Shooter,0.34,0.11,0.0,0.02,0.46
PS3,2012.0,Action,0.21,0.15,0.04,0.06,0.46
Wii,2008.0,Simulation,0.36,0.02,0.04,0.04,0.46
DS,2007.0,Sports,0.46,0.01,0.0,0.0,0.46
PC,2010.0,Simulation,0.0,0.29,0.0,0.17,0.46
GBA,2002.0,Misc,0.33,0.12,0.0,0.01,0.46
PS4,2014.0,Action,0.21,0.18,0.0,0.08,0.46
Wii,2007.0,Action,0.38,0.05,0.0,0.04,0.46
2600,1977.0,Action,0.43,0.03,0.0,0.0,0.46
PS,1999.0,Sports,0.26,0.17,0.0,0.03,0.46
GBA,2005.0,Platform,0.33,0.12,0.0,0.01,0.46
PS2,2002.0,Action,0.2,0.15,0.06,0.05,0.46
PSP,2007.0,Shooter,0.25,0.12,0.0,0.09,0.46
SNES,1992.0,Sports,0.0,0.0,0.46,0.0,0.46
PS2,2001.0,Strategy,0.13,0.1,0.2,0.03,0.46
SNES,1993.0,Platform,0.0,0.0,0.46,0.0,0.46
GBA,2002.0,Platform,0.33,0.12,0.0,0.01,0.46
GBA,2004.0,Platform,0.33,0.12,0.0,0.01,0.46
3DS,2014.0,Action,0.21,0.21,0.0,0.04,0.46
PS2,2007.0,Misc,0.23,0.18,0.0,0.06,0.46
PS2,2005.0,Shooter,0.38,0.01,0.0,0.06,0.46
XOne,2016.0,Action,0.28,0.14,0.0,0.04,0.46
PC,2014.0,Action,0.16,0.27,0.0,0.04,0.46
PS2,2005.0,Fighting,0.38,0.01,0.0,0.06,0.46
PS3,2011.0,Racing,0.24,0.15,0.0,0.07,0.46
GBA,2001.0,Platform,0.33,0.12,0.0,0.01,0.46
XOne,2013.0,Misc,0.3,0.11,0.0,0.04,0.46
PS,1999.0,Racing,0.26,0.17,0.0,0.03,0.46
PS,1996.0,Sports,0.26,0.17,0.0,0.03,0.46
XOne,2014.0,Action,0.26,0.15,0.0,0.04,0.46
PS2,2005.0,Shooter,0.38,0.01,0.0,0.06,0.46
DS,2008.0,Platform,0.26,0.15,0.0,0.05,0.46
Wii,2010.0,Racing,0.17,0.23,0.0,0.05,0.46
PS3,2014.0,Action,0.12,0.27,0.0,0.07,0.46
2600,1983.0,Action,0.43,0.03,0.0,0.0,0.46
PS2,2002.0,Action,0.22,0.18,0.0,0.06,0.46
DS,2007.0,Puzzle,0.42,0.01,0.0,0.03,0.46
PS2,2003.0,Misc,0.22,0.18,0.0,0.06,0.46
GBA,2001.0,Action,0.33,0.12,0.0,0.01,0.46
GBA,2003.0,Racing,0.33,0.12,0.0,0.01,0.46
DS,2008.0,Action,0.22,0.0,0.22,0.02,0.46
Wii,2010.0,Fighting,0.29,0.13,0.0,0.04,0.46
PS4,2016.0,Role-Playing,0.06,0.13,0.23,0.04,0.46
PSP,2006.0,Action,0.09,0.24,0.0,0.12,0.46
PS2,2009.0,Platform,0.22,0.17,0.0,0.06,0.46
PS2,2002.0,Misc,0.0,0.0,0.46,0.0,0.46
PC,2011.0,Simulation,0.0,0.38,0.0,0.08,0.46
Wii,2009.0,Platform,0.29,0.13,0.0,0.04,0.46
PS,2000.0,Racing,0.25,0.17,0.0,0.03,0.46
PS,1999.0,Fighting,0.25,0.17,0.0,0.03,0.46
PS2,2005.0,Shooter,0.22,0.17,0.0,0.06,0.46
SNES,1994.0,Shooter,0.0,0.0,0.46,0.0,0.46
PS2,2002.0,Role-Playing,0.14,0.11,0.17,0.04,0.46
PS3,2007.0,Racing,0.35,0.06,0.0,0.05,0.46
GBA,2003.0,Role-Playing,0.0,0.0,0.45,0.01,0.46
Wii,2009.0,Puzzle,0.33,0.09,0.0,0.04,0.46
X,2003.0,Sports,0.36,0.08,0.0,0.02,0.46
PS3,2009.0,Role-Playing,0.0,0.0,0.46,0.0,0.46
PSP,2006.0,Shooter,0.23,0.14,0.0,0.09,0.46
PS,1995.0,Simulation,0.25,0.17,0.0,0.03,0.46
X360,2007.0,Action,0.3,0.12,0.0,0.04,0.46
GBA,2005.0,Platform,0.33,0.12,0.0,0.01,0.45
DS,2008.0,Platform,0.26,0.15,0.0,0.03,0.45
PS,1999.0,Shooter,0.25,0.17,0.0,0.03,0.45
PS4,2016.0,Action,0.37,0.0,0.0,0.09,0.45
PC,2014.0,Shooter,0.13,0.29,0.0,0.03,0.45
SNES,1996.0,Sports,0.0,0.0,0.45,0.0,0.45
PS2,2005.0,Sports,0.0,0.0,0.45,0.0,0.45
GC,2003.0,Action,0.34,0.09,0.02,0.01,0.45
X360,2014.0,Action,0.2,0.21,0.0,0.04,0.45
X,2004.0,Racing,0.34,0.1,0.0,0.02,0.45
PSV,2012.0,Action,0.21,0.14,0.01,0.09,0.45
X360,2009.0,Racing,0.24,0.17,0.0,0.05,0.45
SNES,1995.0,Sports,0.0,0.0,0.45,0.0,0.45
X360,2014.0,Sports,0.35,0.05,0.0,0.05,0.45
GC,2002.0,Role-Playing,0.23,0.06,0.16,0.01,0.45
PS2,2002.0,Action,0.22,0.17,0.0,0.06,0.45
DS,2006.0,Fighting,0.29,0.01,0.12,0.03,0.45
DS,2008.0,Adventure,0.42,0.0,0.0,0.03,0.45
Wii,2011.0,Misc,0.43,0.0,0.0,0.03,0.45
X,2004.0,Shooter,0.32,0.11,0.0,0.02,0.45
PS2,2006.0,Sports,0.38,0.01,0.0,0.06,0.45
Wii,2010.0,Misc,0.0,0.4,0.0,0.06,0.45
Wii,2008.0,Action,0.13,0.27,0.0,0.05,0.45
2600,1985.0,Puzzle,0.42,0.03,0.0,0.0,0.45
DS,2011.0,Action,0.42,0.0,0.0,0.03,0.45
PS,1998.0,Sports,0.25,0.17,0.0,0.03,0.45
PS2,2005.0,Shooter,0.22,0.17,0.0,0.06,0.45
PS,1998.0,Sports,0.0,0.0,0.42,0.03,0.45
PS2,2004.0,Sports,0.22,0.17,0.0,0.06,0.45
DS,2007.0,Puzzle,0.42,0.0,0.0,0.03,0.45
Wii,2007.0,Adventure,0.42,0.0,0.0,0.03,0.45
Wii,2008.0,Misc,0.42,0.0,0.0,0.03,0.45
Wii,2009.0,Adventure,0.42,0.0,0.0,0.03,0.45
X,2003.0,Shooter,0.34,0.1,0.0,0.02,0.45
2600,1981.0,Simulation,0.42,0.02,0.0,0.0,0.45
PSP,2009.0,Action,0.03,0.02,0.38,0.02,0.45
DS,2008.0,Misc,0.41,0.0,0.0,0.03,0.45
X360,2008.0,Strategy,0.18,0.23,0.0,0.05,0.45
PSP,2006.0,Racing,0.37,0.03,0.0,0.04,0.45
X360,2008.0,Shooter,0.3,0.11,0.0,0.04,0.45
DS,2005.0,Simulation,0.4,0.05,0.0,0.0,0.45
PSV,2013.0,Role-Playing,0.0,0.0,0.45,0.0,0.45
X360,2011.0,Sports,0.4,0.03,0.0,0.03,0.45
PSP,2007.0,Racing,0.02,0.38,0.01,0.05,0.45
PS,1998.0,Action,0.25,0.17,0.0,0.03,0.45
GBA,2004.0,Misc,0.32,0.12,0.0,0.01,0.45
Wii,2010.0,Action,0.29,0.13,0.0,0.04,0.45
Wii,2007.0,Action,0.39,0.02,0.0,0.03,0.45
PS3,2011.0,Shooter,0.2,0.15,0.03,0.07,0.45
PS2,2001.0,Sports,0.0,0.0,0.45,0.0,0.45
PS2,2003.0,Action,0.22,0.17,0.0,0.06,0.45
SNES,1993.0,Fighting,0.0,0.0,0.45,0.0,0.45
N64,2000.0,Puzzle,0.36,0.08,0.0,0.01,0.45
N64,1998.0,Action,0.36,0.08,0.0,0.01,0.45
WiiU,2014.0,Action,0.21,0.21,0.0,0.04,0.45
Wii,2009.0,Sports,0.09,0.26,0.05,0.05,0.45
DS,2010.0,Puzzle,0.37,0.05,0.0,0.03,0.45
GBA,2001.0,Fighting,0.32,0.12,0.0,0.01,0.45
DS,2007.0,Misc,0.41,0.0,0.0,0.03,0.45
PS2,2006.0,Role-Playing,0.22,0.03,0.0,0.2,0.45
PS,1995.0,Role-Playing,0.0,0.0,0.42,0.03,0.45
GBA,2004.0,Racing,0.32,0.12,0.0,0.01,0.45
2600,1980.0,Action,0.42,0.02,0.0,0.0,0.45
X360,2008.0,Fighting,0.26,0.15,0.0,0.04,0.45
X360,2015.0,Sports,0.29,0.12,0.0,0.04,0.45
PS,1995.0,Action,0.0,0.0,0.42,0.03,0.45
Wii,2007.0,Action,0.39,0.02,0.01,0.04,0.45
DS,2007.0,Action,0.41,0.0,0.0,0.03,0.45
X360,2007.0,Racing,0.12,0.28,0.0,0.05,0.45
PS2,2009.0,Misc,0.0,0.06,0.0,0.39,0.45
PS,1999.0,Role-Playing,0.0,0.0,0.42,0.03,0.45
PS2,2008.0,Misc,0.09,0.02,0.0,0.34,0.45
DS,2009.0,Misc,0.32,0.09,0.0,0.04,0.45
PS2,2004.0,Action,0.04,0.03,0.36,0.01,0.45
PS,1994.0,Sports,0.25,0.17,0.0,0.03,0.45
X,2005.0,Fighting,0.34,0.1,0.0,0.02,0.45
XOne,2015.0,Shooter,0.28,0.13,0.0,0.04,0.45
PS3,2013.0,Action,0.23,0.14,0.0,0.08,0.45
GC,2004.0,Sports,0.35,0.09,0.0,0.01,0.45
PS3,2011.0,Shooter,0.21,0.16,0.01,0.07,0.45
XOne,2016.0,Sports,0.26,0.15,0.0,0.04,0.45
3DS,2011.0,Fighting,0.13,0.21,0.07,0.03,0.45
2600,1987.0,Shooter,0.42,0.02,0.0,0.0,0.45
GC,2004.0,Fighting,0.35,0.09,0.0,0.01,0.45
X360,2009.0,Sports,0.4,0.02,0.0,0.03,0.45
X,2003.0,Racing,0.36,0.07,0.0,0.01,0.45
X360,2010.0,Action,0.21,0.2,0.0,0.04,0.45
PS,2000.0,Racing,0.25,0.17,0.0,0.03,0.45
PS2,2002.0,Racing,0.22,0.17,0.0,0.06,0.45
PS,1996.0,Role-Playing,0.14,0.09,0.19,0.03,0.45
PC,2006.0,Simulation,0.02,0.38,0.0,0.05,0.45
2600,1981.0,Action,0.42,0.03,0.0,0.0,0.45
PS2,2004.0,Action,0.22,0.17,0.0,0.06,0.45
GBA,2004.0,Sports,0.32,0.12,0.0,0.01,0.45
Wii,2008.0,Sports,0.18,0.22,0.0,0.05,0.45
X360,2011.0,Shooter,0.3,0.11,0.01,0.04,0.45
Wii,2010.0,Misc,0.42,0.0,0.0,0.03,0.45
X360,2014.0,Role-Playing,0.25,0.15,0.01,0.04,0.45
PS3,2011.0,Shooter,0.13,0.23,0.0,0.08,0.45
X360,2008.0,Action,0.25,0.15,0.0,0.04,0.45
PS2,2004.0,Misc,0.22,0.17,0.0,0.06,0.44
DS,2009.0,Simulation,0.42,0.0,0.0,0.03,0.44
Wii,2009.0,Misc,0.41,0.0,0.0,0.03,0.44
PS2,2006.0,Sports,0.37,0.01,0.0,0.06,0.44
3DS,2013.0,Role-Playing,0.24,0.12,0.04,0.04,0.44
X360,2010.0,Sports,0.38,0.04,0.0,0.03,0.44
PS2,2005.0,Misc,0.37,0.01,0.0,0.06,0.44
X,2005.0,Sports,0.06,0.33,0.02,0.03,0.44
N64,1999.0,Sports,0.42,0.02,0.0,0.0,0.44
PS2,2005.0,Misc,0.37,0.01,0.0,0.06,0.44
PS2,2004.0,Action,0.22,0.17,0.0,0.06,0.44
PS2,2002.0,Adventure,0.22,0.17,0.0,0.06,0.44
PS2,2004.0,Action,0.22,0.17,0.0,0.06,0.44
PS3,2011.0,Sports,0.09,0.24,0.03,0.08,0.44
PS3,2014.0,Shooter,0.14,0.21,0.02,0.07,0.44
X,2005.0,Role-Playing,0.3,0.12,0.0,0.02,0.44
X360,2012.0,Fighting,0.26,0.14,0.01,0.04,0.44
DS,2008.0,Strategy,0.37,0.03,0.02,0.03,0.44
PSP,2007.0,Strategy,0.04,0.26,0.0,0.14,0.44
DS,2009.0,Action,0.26,0.14,0.0,0.04,0.44
PS2,2003.0,Action,0.22,0.17,0.0,0.06,0.44
X,2006.0,Action,0.33,0.1,0.0,0.02,0.44
PS,1996.0,Sports,0.0,0.0,0.41,0.03,0.44
X,2002.0,Sports,0.35,0.08,0.0,0.01,0.44
PS2,2005.0,Shooter,0.37,0.01,0.0,0.06,0.44
X360,2013.0,Platform,0.19,0.22,0.0,0.04,0.44
X,2005.0,Action,0.33,0.1,0.0,0.02,0.44
GBA,2003.0,Platform,0.0,0.0,0.43,0.01,0.44
PS,1997.0,Shooter,0.25,0.17,0.0,0.03,0.44
PS3,2007.0,Sports,0.36,0.04,0.0,0.04,0.44
PS,1999.0,Racing,0.07,0.05,0.3,0.03,0.44
X,2006.0,Action,0.33,0.1,0.0,0.02,0.44
X360,2008.0,Action,0.16,0.23,0.0,0.05,0.44
Wii,2007.0,Simulation,0.4,0.01,0.0,0.03,0.44
DS,2005.0,Action,0.13,0.0,0.31,0.01,0.44
PS2,2005.0,Shooter,0.0,0.0,0.44,0.0,0.44
PS,2000.0,Puzzle,0.25,0.17,0.0,0.03,0.44
PS,1996.0,Role-Playing,0.25,0.17,0.0,0.03,0.44
SNES,1996.0,Puzzle,0.0,0.0,0.44,0.0,0.44
Wii,2008.0,Misc,0.1,0.29,0.0,0.05,0.44
X360,2015.0,Action,0.23,0.17,0.0,0.04,0.44
Wii,2009.0,Simulation,0.26,0.14,0.0,0.04,0.44
X360,2013.0,Action,0.27,0.12,0.01,0.04,0.44
DS,2011.0,Action,0.32,0.08,0.0,0.03,0.44
N64,1997.0,Shooter,0.35,0.08,0.0,0.01,0.44
NES,1991.0,Puzzle,0.16,0.03,0.15,0.1,0.44
DS,2004.0,Simulation,0.4,0.01,0.02,0.0,0.44
XOne,2016.0,Role-Playing,0.3,0.1,0.0,0.04,0.44
GC,2005.0,Misc,0.34,0.09,0.0,0.01,0.44
Wii,2009.0,Action,0.19,0.2,0.0,0.05,0.44
PS2,2007.0,Strategy,0.0,0.0,0.44,0.0,0.44
PS,2001.0,Action,0.24,0.17,0.0,0.03,0.44
X360,2012.0,Action,0.28,0.12,0.0,0.04,0.44
PSP,2010.0,Shooter,0.17,0.13,0.06,0.08,0.44
